ConceptID,ConceptLabel,Dependencies,TaxonomyID
99,Betweenness Centrality,98,ALGO
100,Closeness Centrality,98,ALGO
101,Graph Embeddings,102,ALGO
102,Graph Neural Networks,21|110,ALGO
103,Link Prediction,102,ALGO
104,Node Classification,102,GRAPH
105,Graph Clustering,97|102,ALGO
106,Shortest Path Algorithms,60|94,QUERY
107,Minimum Spanning Tree,16|23,FOUND
108,Connected Components,29|91,ALGO
109,Strongly Connected Components,108|37,ALGO
110,Weakly Connected Components,108|37,ALGO
111,Social Networks,21,SOCIAL
112,Friend Graphs,111|23,SOCIAL
113,Influence Graphs,111|37,SOCIAL
114,Follower Networks,111|37,SOCIAL
115,Activity Streams,111|24,SOCIAL
116,User Profiles,111|22|24,SOCIAL
117,Relationship Types,23|25,SOCIAL
118,Sentiment Analysis,119,SOCIAL
119,Natural Language Processing,3,SOCIAL
120,Fake Account Detection,111|97,SOCIAL
121,Human Resources Modeling,111|38,SOCIAL
122,Org Chart Models,121|16,SOCIAL
123,Skill Management,121|22|24,SOCIAL
124,Task Assignment,122|23,SOCIAL
125,Backlog Management,124,SOCIAL
126,Concept Dependency Graphs,21|37|3,KNOW
127,Curriculum Graphs,126,KNOW
128,Ontologies,3,KNOW
129,SKOS,128,KNOW
130,Preferred Labels,129|25,GRAPH
131,Alternate Labels,129|25,GRAPH
132,Acronym Lists,130|131,KNOW
133,Glossaries,130|131,KNOW
134,Controlled Vocabularies,129,KNOW
135,Taxonomies,134|16,KNOW
136,Enterprise Knowledge,128|3,GRAPH
137,Department Knowledge,136,GRAPH
138,Project Knowledge,136,GRAPH
139,Personal Knowledge Graphs,21|3,GRAPH
140,Note-Taking Systems,139,KNOW
141,Knowledge Capture,3|136,GRAPH
142,Tacit Knowledge,141,GRAPH
143,Codifiable Knowledge,141,GRAPH
144,Knowledge Management,136|141,GRAPH
145,Action Item Extraction,119|138,KNOW
146,Subgraphs,21|22|23,PATTERN
147,Supernodes,22|72,GRAPH
148,Anti-Patterns,38|39,PATTERN
149,Hyperedges,23|33,GRAPH
150,Multi-Edges,23|117,GRAPH
151,Time-Based Modeling,24|38,PATTERN
152,Time Trees,151|16,FOUND
153,IoT Event Modeling,151|24,PATTERN
154,Decision Trees,16|45,FOUND
155,Bitemporal Models,151,PATTERN
156,Graph Quality Metrics,80|43,PATTERN
157,Model Validation,43|39,PATTERN
158,Schema Evolution,39,PATTERN
159,Data Migration,158|163,PATTERN
160,ETL Pipelines,163,PATTERN
161,CSV Import,160,PATTERN
162,JSON Import,160,PATTERN
163,Data Loading,21,PATTERN
164,Bulk Loading,163,PATTERN
165,Incremental Loading,163|164,PATTERN
166,Web Storefront Models,38|21,SUPPLY
167,Product Catalogs,166|22|24,SUPPLY
168,Recommendation Engines,96|103|167,SUPPLY
169,Bill of Materials,16|21,SUPPLY
170,Complex Parts,169,SUPPLY
171,Supply Chain Modeling,21|38|169,SUPPLY
172,Financial Transactions,21|23|24,FIN
173,Fraud Detection,172|97|113,FIN
174,Anti-Money Laundering,173,FIN
175,Know Your Customer,172|174,FIN
176,Account Networks,172|111,FIN
177,Healthcare Graphs,21|38,HEALTH
178,Provider-Patient Graphs,177|23,HEALTH
179,Electronic Health Records,177|9,HEALTH
180,Clinical Pathways,178|34,HEALTH
181,IT Asset Management,21|38,SUPPLY
182,Dependency Graphs,21|37|126,SUPPLY
183,Network Topology,181|23,SUPPLY
184,Configuration Management,181|24,SUPPLY
185,Impact Analysis,182|94,SUPPLY
186,Root Cause Analysis,91|185,SUPPLY
187,Regulatory Compliance,45|157,SUPPLY
188,Data Lineage,182|37,SUPPLY
189,Master Data Management,4|38,SUPPLY
190,Reference Data Models,38|39,SUPPLY
191,Distributed Graph Databases,11,ADV
192,Graph Partitioning,191,ADV
193,Sharding Strategies,192,ADV
194,Replication,191,ADV
195,Consistency Models,191|12,ADV
196,Graph Visualization,21|30,ADV
197,Interactive Queries,30|196,ADV
198,Real-Time Analytics,65|191,ADV
199,Batch Processing,160|198,ADV
200,Capstone Project Design,21|38|46|47|163|168,ADV
